form	lemma	POS	morph
ཇོ་བོ་	ཇོ་བོ་	NOUN
ལ་	ལ་	ADP
བརྟེན་	བརྟེན་	VERB
ན་	ནས་	PART
འཁོར་	འཁོར་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱང་	ཀྱང་	PART
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
སྐྲག་	སྐྲག་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
རབ་ཏུ་	རབ་ཏུ་	NO_POS
འད་	འདའ་	VERB
ར་	ལ་	PART
ཞིང་	ཞིང་	SCONJ
ཡོད་པ་	ཡོད་པ་	VERB
ལ་	ལ་	ADP
།		PUNCT
ཡང་	ཀྱང་	PART
བྱམས་པ་	བྱམས་པ་	PROPN
དང་	དང་	NO_POS
སྙིང་རྗེ་	སྙིང་རྗེ་	NOUN
འི་	གི་	PART
ཏིང་ངེ་འཛིན་	ཏིང་ངེ་འཛིན་	NOUN
ལ་	ལ་	ADP
མཉམ་པ་	མཉམ་པ་	VERB
ར་	ལ་	PART
བཞག་པ་	བཞག་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
པཎྜི་ཏ་	པཎྜི་ཏ་	NOUN
ས་	ས་	ADP
འི་	གི་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
ས་	གིས་	PART
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
ལ་	ལ་	ADP
གསོལ་བ་	གསོལ་བ་	VERB
འདི་	འདི་	DET
བཏབ་བོ་	བཏབ་བོ་	VERB
། །		PUNCT
བཞེངས་	བཞེངས་	NO_POS
ཤིག་	ཅིག་	PART
བཞེངས་	བཞེངས་	NO_POS
ཤིག་	ཅིག་	PART
བླ་མ་	བླ་མ་	NOUN
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
ཅན་	ཅན་	PART
། །		PUNCT
ཁྱེད་	ཁྱེད་	PRON
ལ་	ལ་	ADP
ས་སྟེང་	ས་སྟེང་	NOUN
འདི་	འདི་	DET
ན་	ན་	ADP
འགྲན་ཟླ་	འགྲན་ཟླ་	NOUN
མ་	མ་	PART
མཆིས་	མཆིས་	VERB
ན་	ན་	ADP
། །		PUNCT
དེང་སང་	དེང་སང་	ADV
ནག་པོ་	ནག་པོ་	ADJ
འི་	གི་	PART
ཕྱོགས་	ཕྱོགས་	NOUN
ཀྱིས་	གིས་	PART
འཇིགས་	འཇིགས་	VERB
ཤིང་	ཅིང་	PART
བཅོ་བ་	བཅོ་བ་	NUM
འདི་	འདི་	DET
། །		PUNCT
ཁྱེད་	ཁྱེད་	PRON
ཀྱི་	གི་	PART
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ས་	གིས་	PART
ཞི་བ་	ཞི་བ་	VERB
ར་	ལ་	PART
མཛད་	མཛད་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
འགྲོ་བ་	འགྲོ་བ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
སྲིད་པ་	སྲིད་པ་	VERB
འི་	གི་	PART
མཚོ་	མཚོ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
སྒྲོལ་བྱེད་	སྒྲོལ་བྱེད་	NO_POS
ན་	ན་	ADP
། །		PUNCT
དེང་སང་	དེང་སང་	ADV
ནག་པོ་	ནག་པོ་	ADJ
འི་	གི་	PART
ཕྱོགས་	ཕྱོགས་	NOUN
ཀྱིས་	གིས་	PART
འདི་	འདི་	DET
ར་	ལ་	PART
ནི་	ནི་	NO_POS
ཐོ་	ཐོ་	NOUN
འཚམས་	འཚམས་	NO_POS
སོ་	སོ་	PART
"།

།"		PUNCT
ཨེ་མ་	ཨེ་མ་	INTJ
རླུང་དམར་	རླུང་དམར་	OTHER
གཡོ་	གཡོ་	VERB
ཤིང་	ཅིང་	PART
གནམ་ལྕགས་	གནམ་ལྕགས་	NOUN
རབ་ཏུ་	རབ་ཏུ་	NO_POS
འབའ་	འབའ་	VERB
། །		PUNCT
ཉ་	ཉ་	NOUN
མིད་	མིད་	NO_POS
ཆེན་པོ་	ཆེན་པོ་	ADJ
ས་	གིས་	PART
མདུན་	མདུན་	NOUN
དུ་	ལ་	PART
འཇིགས་པ་	འཇིགས་པ་	VERB
བྱ་	བྱ་	VERB
། །		PUNCT
རྗེ་བཙུན་	རྗེ་བཙུན་	NOUN
འཇིགས་པ་	འཇིགས་པ་	VERB
འདི་	འདི་	DET
ལ་	ལ་	ADP
ས་	གིས་	PART
བསྐྱབ་	བསྐྱབ་	NO_POS
ཏུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
རླུང་	རླུང་	NOUN
གིས་	གིས་	PART
བསྐྱོད་	བསྐྱོད་	VERB
ཅིང་	ཅིང་	PART
རྦ་རླབས་	རྦ་རླབས་	OTHER
མཁའ་	མཁའ་	NOUN
ལ་	ལ་	ADP
འཕྱོ་	འཕྱོ་	NO_POS
། །		PUNCT
མི་	མི་	PART
སྙན་	སྙན་	NOUN
ཤུགས་	ཤུགས་	NOUN
སྒྲ་	སྒྲ་	NOUN
འདོན་	འདོན་	VERB
ཅིང་	ཅིང་	PART
གློག་དམར་	གློག་དམར་	NOUN
འོད་	འོད་	NOUN
དུ་	ལ་	PART
གཡོ་	གཡོ་	VERB
། །		PUNCT
གཟིངས་	གཟིངས་	NOUN
ཀྱང་	ཀྱང་	PART
འདར་འདར་	འདར་འདར་	NO_POS
ཤིག་ཤིག་	ཤིག་ཤིག་	NOUN
རབ་ཏུ་གཡོ་	རབ་ཏུ་གཡོ་	NO_POS
ས་	གིས་	PART
། །		PUNCT
མཁའ་	མཁའ་	NOUN
ལ་	ལ་	ADP
ལིང་ལིང་	ལིང་ལིང་	NO_POS
འཕྱུར་	འཕྱུར་	NO_POS
ཞིང་	ཞིང་	SCONJ
གཏིང་	གཏིང་	NOUN
དུ་	ལ་	PART
བརྡིབས་		NON_WORD
། །		PUNCT
རྗེ་བཙུན་	རྗེ་བཙུན་	NOUN
ད་ནི་	ད་ནི་	NO_POS
འཇིགས་པ་	འཇིགས་པ་	VERB
འདི་	འདི་	DET
ལ་	ལ་	ADP
ས་	གིས་	PART
བསྐྱབ་	བསྐྱབ་	NO_POS
ཏུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཁྱོད་	ཁྱོད་	PRON
ཀྱི་	གི་	PART
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
ནམ་མཁའ་	ནམ་མཁའ་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
ལ་	ལ་	ADP
། །		PUNCT
བཀའ་	བཀའ་	NOUN
སྡོད་	སྡོད་	VERB
ཆོ་	ཆོ་	NOUN
བསྲུང་	བསྲུང་	NO_POS
ཚོགས་	ཚོགས་	NOUN
རྣམས་	རྣམས་	DET
མཁའ་ལྡིང་	མཁའ་ལྡིང་	NOUN
ལྟ་	ལྟ་	OTHER
། །		PUNCT
ལིང་ལིང་	ལིང་ལིང་	NO_POS
བསྐོར་	བསྐོར་	VERB
ཞིང་	ཞིང་	SCONJ
བར་ཆད་	བར་ཆད་	NOUN
སེལ་	སེལ་	VERB
བྱེད་	བྱེད་	VERB
ན་	ན་	ADP
། །		PUNCT
དེང་སང་	དེང་སང་	ADV
འདི་ལྟར་	འདི་ལྟར་	NO_POS
བར་ཆད་	བར་ཆད་	NOUN
ལྷགས་	ལྷགས་	NO_POS
ཀྱང་	ཀྱང་	PART
མི་	མི་	PART
སྐྱོབ་པ་	སྐྱོབ་པ་	VERB
ར་	ལ་	PART
། །		PUNCT
དབེན་པ་	དབེན་པ་	VERB
འི་	གི་	PART
དབྱིངས་	དབྱིངས་	NOUN
ན་	ན་	ADP
བཞུགས་པ་	བཞུགས་པ་	VERB
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
ཇི་ལྟ་		
ཆུང་	ཆུང་	VERB
། །		PUNCT
ད་ནི་	ད་ནི་	NO_POS
གསང་སྔགས་	གསང་སྔགས་	NOUN
ཕྱི་	ཕྱི་	NOUN
ནང་	ནང་	NOUN
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
ཆོས་སྐྱོང་	ཆོས་སྐྱོང་	NOUN
དང་	དང་	NO_POS
། །		PUNCT
དགྲ་བཅོམ་	དགྲ་བཅོམ་	NOUN
དཔའ་བོ་	དཔའ་བོ་	NOUN
དཔའ་མོ་	དཔའ་མོ་	NOUN
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ལྷ་ཚོགས་	ལྷ་ཚོགས་	NOUN
རྣམས་	རྣམས་	DET
། །		PUNCT
དཀར་པོ་	དཀར་པོ་	ADJ
འི་	གི་	PART
ཕྱོགས་	ཕྱོགས་	NOUN
ལ་	ལ་	ADP
དགའ་བ་	དགའ་བ་	VERB
འི་	གི་	PART
ལྷ་ཚོགས་	ལྷ་ཚོགས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱིས་	གིས་	PART
། །		PUNCT
ཀུན་	ཀུན་	DET
ན་	ནས་	PART
བསྐོར་	བསྐོར་	VERB
ཞིང་	ཞིང་	SCONJ
དེང་སང་	དེང་སང་	ADV
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འདི་	འདི་	DET
ར་	ལ་	PART
། །		PUNCT
བླ་མ་	བླ་མ་	NOUN
ཁྱེད་	ཁྱེད་	PRON
ཀྱི་	གི་	PART
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
འི་	གི་	PART
དཔུང་	དཔུང་	NOUN
གིས་	གིས་	PART
བཟློག་	བཟློག་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
གཞན་	གཞན་	DET
གྱིས་	གིས་	PART
མི་	མི་	PART
ཐུབ་	ཐུབ་	VERB
བཅོམ་ལྡན་	བཅོམ་ལྡན་	NOUN
གཤིན་རྗེ་	གཤིན་རྗེ་	OTHER
གཤེད་	གཤེད་	NOUN
དམར་	དམར་	VERB
ལ་	ལ་	ADP
། །		PUNCT
གཤིན་རྗེ་	གཤིན་རྗེ་	OTHER
འཇིགས་པ་	འཇིགས་པ་	VERB
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
འི་	གི་	PART
འཁོར་	འཁོར་	NOUN
གྱིས་	གིས་	PART
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
བསྐོར་	བསྐོར་	VERB
། །		PUNCT
མི་	མི་	PART
གཡོ་	གཡོ་	VERB
མགོན་པོ་	མགོན་པོ་	NOUN
ཁྲོ་བོ་	ཁྲོ་བོ་	NOUN
བཅུ་	བཅུ་	NUM
ཡི་	ཡི་	ADP
ཚོགས་	ཚོགས་	NOUN
དང་	དང་	NO_POS
བཅའ་	བཅའ་	VERB
། །		PUNCT
འཇིགས་པ་	འཇིགས་པ་	VERB
བརྒྱད་	བརྒྱད་	NUM
སྐྱོབ་	སྐྱོབ་	VERB
ལྷ་མོ་	ལྷ་མོ་	NOUN
བཀྲ་ཤིས་དཔལ་	བཀྲ་ཤིས་དཔལ་	NO_POS
འབའ་	འབའ་	VERB
མ་	མ་	PART
། །		PUNCT
ཆོས་རྒྱལ་	ཆོས་རྒྱལ་	NOUN
བླ་མ་	བླ་མ་	NOUN
ཁྱེད་	ཁྱེད་	PRON
ཀྱི་	གི་	PART
དཔུང་	དཔུང་	NOUN
གིས་	གིས་	PART
བཟློག་	བཟློག་	VERB
ཏུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
བསྟན་པ་	བསྟན་པ་	VERB
འི་	གི་	PART
བདག་པོ་	བདག་པོ་	NOUN
རྗེ་བཙུན་	རྗེ་བཙུན་	NOUN
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
བཅོམ་ལྡན་འདས་	བཅོམ་ལྡན་འདས་	NOUN
། །		PUNCT
རྗེ་བཙུན་	རྗེ་བཙུན་	NOUN
སྤྱན་རས་	སྤྱན་རས་	NO_POS
གཟིགས་	གཟིགས་	VERB
དབང་	དབང་	NOUN
དྲི་མེད་	དྲི་མེད་	ADJ
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
ཅན་	ཅན་	PART
། །		PUNCT
འགྲོ་བ་	འགྲོ་བ་	VERB
འི་	གི་	PART
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
སེལ་བ་	སེལ་བ་	VERB
འི་	གི་	PART
ཆོས་རྒྱལ་	ཆོས་རྒྱལ་	NOUN
ཡབ་	ཡབ་	NOUN
སྲ་	སྲ་	NOUN
གཉིས་	གཉིས་	NUM
། །		PUNCT
དུས་	དུས་	NOUN
ལ་	ལ་	ADP
བབ་བོ་	བབ་བོ་	VERB
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
འི་	གི་	PART
ཕ་ཚན་	ཕ་ཚན་	NOUN
དཔུང་	དཔུང་	NOUN
དུ་	ལ་	PART
བསྐྱེད་	བསྐྱེད་	VERB
། །		PUNCT
ཟག་མེད་	ཟག་མེད་	ADJ
བྱིན་རླབས་	བྱིན་རླབས་	NOUN
ཆུ་རྒྱུན་	ཆུ་རྒྱུན་	NOUN
ཡུན་	ཡུན་	NOUN
དུ་	ལ་	PART
སྲིང་	སྲིང་	NO_POS
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
གསོལ་བ་	གསོལ་བ་	VERB
ཁྱད་པར་ཅན་	ཁྱད་པར་ཅན་	ADJ
ལྷང་ལྷང་	ལྷང་ལྷང་	ADJ
འདེབས་པ་	འདེབས་པ་	VERB
ཁོ་བོ་	ཁོ་བོ་	PRON
ས་	གིས་	PART
ལེགས་པ་	ལེགས་པ་	VERB
ར་	ལ་	PART
ཐོས་པ་	ཐོས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཁོ་བོ་	ཁོ་བོ་	PRON
ཡང་	ཀྱང་	PART
བཅོམ་ལྡན་	བཅོམ་ལྡན་	NOUN
གཤིན་རྗེ་	གཤིན་རྗེ་	OTHER
འི་	གི་	PART
གཤེད་	གཤེད་	NOUN
སྐུ་མདོག་	སྐུ་མདོག་	NOUN
དམར་ནག་	དམར་ནག་	NO_POS
གསུས་ཁྱིམ་	གསུས་ཁྱིམ་	NO_POS
ཆེ་བ་	ཆེ་བ་	VERB
རལ་པ་	རལ་པ་	VERB
ཁམ་ནག་	ཁམ་ནག་	NO_POS
གྱེན་	གྱེན་	NOUN
དུ་	ལ་	PART
བརྫེས་པ་	བརྫེས་པ་	VERB
།		PUNCT
མིག་དམའ་	མིག་དམའ་	NO_POS
ལ་	ལ་	ADP
སྡང་མིག་	སྡང་མིག་	NO_POS
ཕྱོགས་	ཕྱོགས་	NOUN
བཅུ་		
བགྲད་པ་	བགྲད་པ་	VERB
།		PUNCT
དེ་	དེ་	DET
མཐོང་	མཐོང་	VERB
ཙ་ན་	ཙ་ན་	NO_POS
ཁྲོ་བོ་	ཁྲོ་བོ་	NOUN
གཞན་	གཞན་	DET
གྱི་	གི་	PART
ལག་ཆ་	ལག་ཆ་	NOUN
བྲུལ་བ་	བྲུལ་བ་	NO_POS
གཅིག་	གཅིག་	NUM
ཏུ་	ལ་	PART
མཛད་	མཛད་	VERB
དེ་	དེ་	DET
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
བེ་ཅོན་	བེ་ཅོན་	NO_POS
ནམ་མཁའ་	ནམ་མཁའ་	NOUN
ལ་	ལ་	ADP
འཕྱར་	འཕྱར་	VERB
ཞིང་	ཞིང་	SCONJ
།		PUNCT
གཡོན་པ་	གཡོན་པ་	ADJ
སྡིགས་མཛུབ་	སྡིགས་མཛུབ་	NOUN
དང་	དང་	NO_POS
ཞགས་པ་	ཞགས་པ་	NOUN
ཀླད་	ཀླད་	NOUN
ལ་	ལ་	ADP
སྐོར་	སྐོར་	NOUN
ན་	ནས་	PART
བེ་ཅོན་	བེ་ཅོན་	NO_POS
གྱིས་	གིས་	PART
བརྒྱབ་པ་	བརྒྱབ་པ་	VERB
ས་	གིས་	PART
།		PUNCT
རི་རབ་	རི་རབ་	PROPN
ལ་	ལ་	ADP
ཕོག་	ཕོག་	VERB
ན་	ནས་	PART
རི་རབ་	རི་རབ་	PROPN
ཚལ་པ་	ཚལ་པ་	NOUN
ར་	ལ་	PART
གཤགས་	གཤགས་	VERB
ན་	ནས་	PART
རི་རབ་	རི་རབ་	PROPN
ཀྱི་	གི་	PART
འོག་	འོག་	NOUN
གསེར་	གསེར་	NOUN
གྱི་	གི་	PART
ས་གཞི་	ས་གཞི་	NOUN
འི་	གི་	PART
གཏིང་	གཏིང་	NOUN
ལ་	ལ་	ADP
ཐུག་པ་	ཐུག་པ་	VERB
ར་	ལ་	PART
མཚམས་	མཚམས་	NOUN
ཕྱེ་	ཕྱེ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
ཡར་ལོག་	ཡར་ལོག་	NO_POS
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
དཀྲུགས་པ་	དཀྲུགས་པ་	NON_WORD
འི་	གི་	PART
ཁྲག་	ཁྲག་	NOUN
ཏུ་	ལ་	PART
ཁོལ་	ཁོལ་	OTHER
ནས་ཆུ་	ནས་ཆུ་	NO_POS
སྲིན་	སྲིན་	NO_POS
ཉ་	ཉ་	NOUN
མིད་	མིད་	NO_POS
དེ་	དེ་	DET
རུས་པ་	རུས་པ་	NOUN
དཀར་སངས་	དཀར་སངས་	NO_POS
ཀྱིས་	གིས་	PART
སོང་བ་	སོང་བ་	VERB
འི་	གི་	PART
མོད་	མོད་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
བྱིས་པ་	བྱིས་པ་	NOUN
གཞོན་ནུ་	གཞོན་ནུ་	ADJ
ཤ་	ཤ་	NOUN
མེད་པ་	མེད་པ་	VERB
མདོག་	མདོག་	NOUN
སྔོ་བ་	སྔོ་བ་	VERB
གཅིག་	གཅིག་	NUM
ཏུ་	ལ་	PART
བྱ་	བྱ་	VERB
ཏེ་	སྟེ་	PART
གཟིངས་	གཟིངས་	NOUN
ཀྱི་	གི་	PART
ནང་	ནང་	NOUN
དུ་	ལ་	PART
བྱུང་	བྱུང་	VERB
།		PUNCT
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ཞིང་	ཞིང་	SCONJ
ཐལ་མོ་	ཐལ་མོ་	NOUN
སྦྱར་	སྦྱར་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
ཁྲོ་བོ་	ཁྲོ་བོ་	NOUN
འི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
མཐུ་སྟོབས་	མཐུ་སྟོབས་	NOUN
ཅན་	ཅན་	PART
། །		PUNCT
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འགྲོ་བ་	འགྲོ་བ་	VERB
འི་	གི་	PART
སྐྱབས་	སྐྱབས་	NOUN
གཅིག་པུ་	གཅིག་པུ་	ADJ
། །		PUNCT
བདག་	བདག་	PRON
ནི་	ནི་	NO_POS
འཇིགས་པ་	འཇིགས་པ་	VERB
ས་	གིས་	PART
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
