form	lemma	POS	morph
བློ་སྦྱོང་	བློ་སྦྱོང་	OTHER
རིགས་	རིགས་	NOUN
མཐུན་	མཐུན་	VERB
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
མ་	མ་	PART
ལུས་	ལུས་	NOUN
དྲང་བ་	དྲང་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
། །		PUNCT
ན་ཚ་	ན་ཚ་	NOUN
ལ་སོགས་	ལ་སོགས་	NO_POS
མེད་པ་	མེད་པ་	VERB
འི་	གི་	PART
ཕན་བདེ་	ཕན་བདེ་	OTHER
གང་ཡིན་	གང་ཡིན་	NO_POS
དེ་	དེ་	DET
། །		PUNCT
འགྲོ་	འགྲོ་	VERB
དྲུག་	དྲུག་	NUM
སེམས་ཅན་	སེམས་ཅན་	NOUN
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
རྟག་	རྟག་	VERB
ཏུ་	ལ་	PART
བྲིམས་པ་	བྲིམས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བྱ་	བྱ་	VERB
ན་	ན་	ADP
རང་ཉིད་	རང་ཉིད་	OTHER
འཁོར་བ་	འཁོར་བ་	NOUN
འི་	གི་	PART
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
འདི་	འདི་	DET
ར་	ལ་	PART
། །		PUNCT
སྐད་ཅིག་	སྐད་ཅིག་	OTHER
ཙམ་	ཙམ་	DET
ཡང་	ཀྱང་	PART
འཁྱམས་པ་	འཁྱམས་པ་	VERB
འི་	གི་	PART
གོ་སྐབས་	གོ་སྐབས་	NO_POS
ག་ལ་	ག་ལ་	NO_POS
སྲིད་	སྲིད་	NOUN
། །		PUNCT
འོན་ཀྱང་	འོན་ཀྱང་	NO_POS
ཇི་སྲིད་	ཇི་སྲིད་	PRON
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
མ་	མ་	PART
ཐོབ་	ཐོབ་	VERB
བ་	བ་	NOUN
། །		PUNCT
མྱོང་	མྱོང་	VERB
གྱུར་	གྱུར་	VERB
ཉོན་མོངས་	ཉོན་མོངས་	NOUN
རྒྱུ་འབྲས་	རྒྱུ་འབྲས་	NOUN
ཇི་སྙེད་པ་	ཇི་སྙེད་པ་	OTHER
། །		PUNCT
ཐམས་ཅད་	ཐམས་ཅད་	DET
སྐྱེ་བ་	སྐྱེ་བ་	VERB
འདི་	འདི་	DET
ལ་	ལ་	ADP
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
རྫོགས་པ་	རྫོགས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
། །		PUNCT
དེ་ཡང་	དེ་ཡང་	ADV
ད་ལོ་	ད་ལོ་	ADV
འི་	གི་	PART
ཟླ་བ་	ཟླ་བ་	NOUN
འདི་	འདི་	DET
ལ་	ལ་	ADP
དྲང་བ་	དྲང་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
། །		PUNCT
དེ་ཡང་	དེ་ཡང་	ADV
དེ་རིང་	དེ་རིང་	ADV
ད་ལྟ་	ད་ལྟ་	OTHER
ཉིད་	ཉིད་	DET
དུ་	ལ་	PART
རྫོགས་	རྫོགས་	VERB
བྱ་	བྱ་	VERB
ན་	ནས་	PART
། །		PUNCT
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
བྲང་	བྲང་	NOUN
ཕྲེང་	ཕྲེང་	OTHER
རབ་	རབ་	ADV
ཆད་	ཆད་	VERB
ཙམ་	ཙམ་	DET
གཅིག་	གཅིག་	NUM
ཐབས་	ཐབས་	NOUN
སུ་	སུ་	ADP
བསྟེན་	བསྟེན་	VERB
། །		PUNCT
བློ་	བློ་	NOUN
འདི་	འདི་	DET
འབྱོངས་པ་	འབྱོངས་པ་	VERB
ར་	ལ་	PART
གྱུར་ཅིག་	གྱུར་ཅིག་	NO_POS
བྱམས་པ་	བྱམས་པ་	PROPN
འི་	གི་	PART
རྣལ་འབྱོར་པ་	རྣལ་འབྱོར་པ་	NOUN
། །		PUNCT
ཞེ་	ཅེས་	PART
བྱམས་	བྱམས་	VERB
སྙིང་རྗེ་	སྙིང་རྗེ་	NOUN
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཀྱི་	གི་	PART
སེམས་	སེམས་	NOUN
གྱེར་	གྱེར་	NO_POS
སྒོམ་	སྒོམ་	VERB
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
གླུ་	གླུ་	NOUN
བླང་བ་	བླང་བ་	VERB
འདི་	འདི་	DET
བྱམས་པ་	བྱམས་པ་	PROPN
འི་	གི་	PART
རྣལ་འབྱོར་པ་	རྣལ་འབྱོར་པ་	NOUN
བདག་	བདག་	PRON
གིས་	གིས་	PART
ཡུན་	ཡུན་	NOUN
དུ་	ལ་	PART
ཁ་	ཁ་	PRON
བཏོན་	བཏོན་	NO_POS
བྱ་	བྱ་	VERB
ན་	ནས་	PART
།		PUNCT
རེ་ཞིག་	རེ་ཞིག་	NO_POS
ཆུ་བོ་	ཆུ་བོ་	NOUN
གངྒཱའི་		NON_WORD
འགྲམ་	འགྲམ་	NOUN
དུ་	ལ་	PART
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
འི་	གི་	PART
བཅོམ་ལྡན་འདས་	བཅོམ་ལྡན་འདས་	NOUN
བྱམས་པ་	བྱམས་པ་	PROPN
ལྷ་	ལྷ་	NOUN
འི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
ཆ་ལུགས་	ཆ་ལུགས་	NOUN
སུ་	སུ་	ADP
བཞུགས་	བཞུགས་	VERB
ན་	ནས་	PART
བྱམས་པ་	བྱམས་པ་	PROPN
འི་	གི་	PART
རྣལ་འབྱོར་པ་	རྣལ་འབྱོར་པ་	NOUN
བྱོན་	བྱོན་	VERB
ན་	ནས་	PART
འདི་སྐད་	འདི་སྐད་	NO_POS
གསུངས་	གསུངས་	VERB
སོ་	སོ་	PART
། །		PUNCT
ཐོས་པ་	ཐོས་པ་	VERB
ཙམ་	ཙམ་	DET
གྱིས་	གིས་	PART
ངན་འགྲོ་	ངན་འགྲོ་	NOUN
འི་	གི་	PART
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
སེལ་བ་	སེལ་བ་	VERB
འི་	གི་	PART
གླུ་	གླུ་	NOUN
། །		PUNCT
བསམ་པ་	བསམ་པ་	VERB
ཙམ་	ཙམ་	DET
གྱིས་	གིས་	PART
འཁོར་བ་	འཁོར་བ་	NOUN
འི་	གི་	PART
ལྗོན་ཤིང་	ལྗོན་ཤིང་	NOUN
བཅད་པ་	བཅད་པ་	VERB
འི་	གི་	PART
གླུ་	གླུ་	NOUN
། །		PUNCT
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ཙམ་	ཙམ་	DET
གྱིས་	གིས་	PART
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
མྱུར་	མྱུར་	VERB
དུ་	ལ་	PART
འབྱིན་པ་	འབྱིན་པ་	VERB
འི་	གི་	PART
གླུ་	གླུ་	NOUN
། །		PUNCT
བྱམས་པ་	བྱམས་པ་	PROPN
སྙིང་རྗེ་	སྙིང་རྗེ་	NOUN
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སེམས་	སེམས་	NOUN
ཀྱི་	གི་	PART
གླུ་	གླུ་	NOUN
འདི་	འདི་	DET
མཚའ་	མཚའ་	VERB
། །		PUNCT
ཉོན་མོངས་	ཉོན་མོངས་	NOUN
དུག་	དུག་	NOUN
ལྔ་	ལྔ་	NUM
དགྲ་	དགྲ་	NOUN
བཞིན་	བཞིན་	NOUN
འཇོམས་པ་	འཇོམས་པ་	VERB
ར་	ལ་	PART
རིགས་	རིགས་	NOUN
ན་	ན་	ADP
ཡང་	ཀྱང་	PART
། །		PUNCT
ཁྱོད་	ཁྱོད་	PRON
ཀྱིས་	གིས་	PART
འདི་ལྟར་	འདི་ལྟར་	NO_POS
ན་	ན་	ADP
ནི་	ནི་	NO_POS
རྒྱུད་	རྒྱུད་	NOUN
ལ་	ལ་	ADP
བསྟེན་པ་	བསྟེན་པ་	VERB
མཚའ་	མཚའ་	VERB
། །		PUNCT
ན་ཚ་	ན་ཚ་	NOUN
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
ཀུན་	ཀུན་	DET
ན་	ནས་	PART
བཟོད་པ་	བཟོད་པ་	VERB
ར་	ལ་	PART
དཀའ་	དཀའ་	VERB
ན་	ན་	ADP
ཡང་	ཀྱང་	PART
"།

།"		PUNCT
ཁྱོད་	ཁྱོད་	PRON
ཀྱིས་	གིས་	PART
འདི་ལྟར་	འདི་ལྟར་	NO_POS
ན་	ན་	ADP
ནི་	ནི་	NO_POS
ངོ་མཚར་	ངོ་མཚར་	ADJ
རྨད་	རྨད་	VERB
དུ་	ལ་	PART
བྱུང་	བྱུང་	VERB
། །		PUNCT
རང་དོན་	རང་དོན་	NOUN
ཡལ་བ་	ཡལ་བ་	VERB
ར་	ལ་	PART
དོར་	དོར་	VERB
ན་	ནས་	PART
གཞན་དོན་	གཞན་དོན་	NOUN
ལྷུ་	ལྷུ་	VERB
མཛད་	མཛད་	VERB
དེ་	དེ་	DET
། །		PUNCT
རང་དོན་	རང་དོན་	NOUN
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
འཁྱམས་པ་	འཁྱམས་པ་	VERB
སུ་	སུ་	ADP
མི་	མི་	PART
དཀའ་	དཀའ་	VERB
། །		PUNCT
དེས་ན་	དེས་ན་	NO_POS
རང་དོན་	རང་དོན་	NOUN
བསམ་པ་	བསམ་པ་	VERB
སྐད་ཅིག་མ་	སྐད་ཅིག་མ་	ADJ
འཁྲིས་པ་	འཁྲིས་པ་	NO_POS
ར་	ལ་	PART
། །		PUNCT
གཞན་	གཞན་	DET
གྱིས་	གིས་	PART
མི་	མི་	PART
འདོད་	འདོད་	VERB
བདག་	བདག་	PRON
གིས་	གིས་	PART
ལེན་པ་	ལེན་པ་	VERB
དམ་པ་	དམ་པ་	VERB
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
ཐེག་པ་	ཐེག་པ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
གསུང་རབ་	གསུང་རབ་	NOUN
མཐའ་	མཐའ་	NOUN
ཡ་		
ཡོད་	ཡོད་	VERB
མོད་	མོད་	VERB
ཀྱང་	ཀྱང་	PART
། །		PUNCT
འདི་རུ་	འདི་རུ་	NO_POS
མ་	མ་	PART
འདུ་	འདུ་	VERB
རྡུལ་	རྡུལ་	NOUN
ཙམ་	ཙམ་	DET
གང་ཡང་	གང་ཡང་	NO_POS
ཡོད་	ཡོད་	VERB
མ་	མ་	PART
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
དེ་ཕྱིར་	དེ་ཕྱིར་	NO_POS
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
ཁྱོད་	ཁྱོད་	PRON
ཀྱི་	གི་	PART
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
གླུ་	གླུ་	NOUN
བླངས་	བླངས་	VERB
འདི་	འདི་	DET
། །		PUNCT
ཐོ་	ཐོ་	VERB
སམ་	གམ་	PART
བསྟན་	བསྟན་	VERB
ནམ་	ནམ་	PRON
སྒོམ་པ་	སྒོམ་པ་	VERB
འམ་	གམ་	PART
ནི་	ནི་	NO_POS
བཤད་	བཤད་	VERB
ཀྱང་	ཀྱང་	PART
རུང་	རུང་	SCONJ
། །		PUNCT
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
ལྷ་	ལྷ་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
འི་	གི་	PART
སྐྱབས་གནས་	སྐྱབས་གནས་	NOUN
དམ་པ་	དམ་པ་	VERB
སྟེ་	སྟེ་	PART
། །		PUNCT
ཕྱོགས་	ཕྱོགས་	NOUN
བཅུ་	བཅུ་	NUM
འི་	གི་	PART
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
ཐུགས་	ཐུགས་	NOUN
ཀྱི་	གི་	PART
ཉིང་ཁུ་	ཉིང་ཁུ་	NOUN
དེ་	དེ་	DET
། །		PUNCT
ཁྱོད་	ཁྱོད་	PRON
ཀྱི་	གི་	PART
བློ་	བློ་	NOUN
ལ་	ལ་	ADP
ཤར་བ་	ཤར་བ་	VERB
ངོ་མཚར་	ངོ་མཚར་	ADJ
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
ཆེ་	ཆེ་	VERB
། །		PUNCT
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
དགྱེས་པ་རྡོ་རྗེ་	དགྱེས་པ་རྡོ་རྗེ་	PROPN
འི་	གི་	PART
གླུ་ཚིག་	གླུ་ཚིག་	NO_POS
གི་	གི་	PART
ལན་	ལན་	NOUN
དུ་	ལ་	PART
གསུངས་པ་	གསུངས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བྱམས་པ་	བྱམས་པ་	PROPN
འི་	གི་	PART
རྣལ་འབྱོར་པ་	རྣལ་འབྱོར་པ་	NOUN
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
ཉམས་	ཉམས་	NOUN
དགའ་	དགའ་	VERB
ཞིང་	ཞིང་	SCONJ
ཐེ་ཚོམ་	ཐེ་ཚོམ་	NOUN
གྱི་	གི་	PART
མདུད་པ་	མདུད་པ་	NOUN
གྲོལ་	གྲོལ་	VERB
ན་	ནས་	PART
དཔའ་བོ་	དཔའ་བོ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
གཡུལ་	གཡུལ་	NOUN
དུ་	ལ་	PART
ཞུགས་	ཞུགས་	VERB
སོ་	སོ་	PART
། །		PUNCT
ཀྱེ་	ཀྱེ་	INTJ
ཧོ་	ཧོ་	NO_POS
།		PUNCT
ཡང་	ཀྱང་	PART
འདི་ལྟར་	འདི་ལྟར་	NO_POS
ཉིན་	ཉིན་	NOUN
ལན་	ལན་	NOUN
གསུམ་	གསུམ་	NUM
མཚན་	མཚན་	NOUN
ལན་	ལན་	NOUN
གསུམ་	གསུམ་	NUM
དུས་	དུས་	NOUN
དང་	དང་	NO_POS
གནས་སྐབས་	གནས་སྐབས་	NOUN
དྲན་པ་	དྲན་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བརྗེད་པ་	བརྗེད་པ་	VERB
མ་	མ་	PART
མཆིས་པ་	མཆིས་པ་	VERB
ར་	ལ་	PART
ཆོ་	ཆོ་	NOUN
འདི་	འདི་	DET
བློ་	བློ་	NOUN
ལ་	ལ་	ADP
སྦྱངས་	སྦྱངས་	VERB
ཤིང་ཁམས་	ཤིང་ཁམས་	NO_POS
གསོ་	གསོ་	NO_POS
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
གླུ་	གླུ་	NOUN
བླངས་པ་	བླངས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ལྷ་	ལྷ་	NOUN
དང་	དང་	NO_POS
ཀླུ་	ཀླུ་	NOUN
དང་	དང་	NO_POS
གནོད་སྦྱིན་	གནོད་སྦྱིན་	NOUN
དང་	དང་	NO_POS
།		PUNCT
དྲི་ཟ་	དྲི་ཟ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ལྷ་མ་	ལྷ་མ་	PROPN
ཡིན་	ཡིན་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
ནམ་མཁའ་	ནམ་མཁའ་	NOUN
ལྡིང་	ལྡིང་	VERB
དང་	དང་	NO_POS
།		PUNCT
མི་	མི་	PART
འམ་	གམ་	PART
ཅི་	ཅི་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
ལྟོ་འཕྱེ་	ལྟོ་འཕྱེ་	NO_POS
ཆེན་པོ་	ཆེན་པོ་	ADJ
དང་	དང་	NO_POS
།		PUNCT
ཤ་ཟ་	ཤ་ཟ་	NOUN
དང་	དང་	NO_POS
སྲིན་པོ་	སྲིན་པོ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
མ་	མ་	PART
རང་	རང་	PRON
གི་	གི་	PART
བུ་	བུ་	NOUN
གཅིག་པུ་	གཅིག་པུ་	ADJ
ལ་	ལ་	ADP
བྱམས་པ་	བྱམས་པ་	PROPN
བཞིན་	བཞིན་	NOUN
གུས་པ་	གུས་པ་	VERB
ར་	ལ་	PART
དབང་	དབང་	NOUN
དུ་	ལ་	PART
འདུས་པ་	འདུས་པ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
རོ་	རོ་	NOUN
། །		PUNCT
གཞན་	གཞན་	DET
ཡང་	ཀྱང་	PART
ཡུལ་	ཡུལ་	NOUN
གྱི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
བློན་པོ་	བློན་པོ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
བཙུན་མོ་	བཙུན་མོ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
བྲམ་ཟེ་	བྲམ་ཟེ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ཁྱིམ་བདག་	ཁྱིམ་བདག་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ཁྱེའུ་	ཁྱེའུ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
བུ་མོ་	བུ་མོ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
དམངས་རིགས་	དམངས་རིགས་	PROPN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཐམས་ཅད་	ཐམས་ཅད་	DET
དབང་	དབང་	NOUN
དུ་	ལ་	PART
འདུ་	འདུ་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
དགའ་བ་	དགའ་བ་	VERB
ས་	གིས་	PART
རྗེས་སུ་	རྗེས་སུ་	OTHER
འབྲངས་	འབྲངས་	VERB
ཤིང་	ཅིང་	PART
མཐོང་བ་	མཐོང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཐོས་པ་	ཐོས་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱང་	ཀྱང་	PART
བྱམས་པ་	བྱམས་པ་	PROPN
འི་	གི་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
དུ་	ལ་	PART
གྱུར་	གྱུར་	VERB
ཏོ་	གོ་	PART
། །		PUNCT
གཞན་	གཞན་	DET
ཡང་	ཀྱང་	PART
རྟ་	རྟ་	NOUN
།		PUNCT
གླང་པོ་ཆེ་	གླང་པོ་ཆེ་	NOUN
།		PUNCT
མ་ཧེ་	མ་ཧེ་	NO_POS
།		PUNCT
སྤྲེའུ་	སྤྲེའུ་	NOUN
།		PUNCT
འདབ་ཆགས་	འདབ་ཆགས་	OTHER
ཆུ་	ཆུ་	NOUN
རུ་	ལ་	PART
སྐྱེ་	སྐྱེ་	VERB
།		PUNCT
རི་	རི་	NOUN
འི་	གི་	PART
སེམས་ཅན་	སེམས་ཅན་	NOUN
གཅན་གཟན་	གཅན་གཟན་	NOUN
གྱི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
།		PUNCT
ཐ་ན་	ཐ་ན་	NO_POS
གྲོག་སྦུར་	གྲོག་སྦུར་	NOUN
ཡན་ཆད་	ཡན་ཆད་	ADV
འགྲོ་བ་	འགྲོ་བ་	VERB
རིགས་	རིགས་	NOUN
དྲུག་	དྲུག་	NUM
རང་	རང་	PRON
ལ་	ལ་	ADP
མི་	མི་	PART
འཇིགས་	འཇིགས་	VERB
ཤིང་	ཅིང་	PART
བག་	བག་	NOUN
ཕེབས་པ་	ཕེབས་པ་	VERB
ལྟ་	ལྟ་	OTHER
རྣལ་འབྱོར་པ་	རྣལ་འབྱོར་པ་	NOUN
འི་	གི་	PART
དྲུང་	དྲུང་	NOUN
དུ་	ལ་	PART
འཁོད་པ་	འཁོད་པ་	VERB
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
ཏོ་	གོ་	PART
"།

།"		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
རྣལ་འབྱོར་བ་	རྣལ་འབྱོར་བ་	NOUN
འི་	གི་	PART
ཐུགས་	ཐུགས་	NOUN
ཀྱི་	གི་	PART
དགོངས་པ་	དགོངས་པ་	VERB
ལ་	ལ་	ADP
བདག་	བདག་	PRON
གིས་	གིས་	PART
བྱམས་	བྱམས་	VERB
སྙིང་རྗེ་	སྙིང་རྗེ་	NOUN
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཀྱི་	གི་	PART
སེམས་	སེམས་	NOUN
ཡིད་	ཡིད་	NOUN
ལ་	ལ་	ADP
བྱ་	བྱ་	VERB
།		PUNCT
ཚིག་	ཚིག་	NOUN
ཁ་འདོན་	ཁ་འདོན་	OTHER
དུ་	ལ་	PART
བྱ་	བྱ་	VERB
།		PUNCT
སྙན་པ་	སྙན་པ་	VERB
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
གླུ་	གླུ་	NOUN
བླངས་པ་	བླངས་པ་	VERB
ལ་	ལ་	ADP
བརྟེན་	བརྟེན་	VERB
ན་	ནས་	PART
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
འི་	གི་	PART
བཅོམ་ལྡན་འདས་	བཅོམ་ལྡན་འདས་	NOUN
བྱམས་པ་	བྱམས་པ་	PROPN
ས་	གིས་	PART
ཞལ་	ཞལ་	NOUN
མངོན་སུམ་	མངོན་སུམ་	NOUN
དུ་	ལ་	PART
བསྟན་	བསྟན་	VERB
།		PUNCT
དགྱེས་པ་	དགྱེས་པ་	VERB
འི་	གི་	PART
གསུང་	གསུང་	VERB
བྱུང་	བྱུང་	VERB
ན་	ནས་	PART
ཐེ་ཚོམ་	ཐེ་ཚོམ་	NOUN
གྱི་	གི་	PART
དྲ་བ་	དྲ་བ་	OTHER
ཐམས་ཅད་	ཐམས་ཅད་	DET
བཅད་	བཅད་	VERB
།		PUNCT
དེ་	དེ་	DET
ལ་	ལ་	ADP
བརྟེན་	བརྟེན་	VERB
ན་	ནས་	PART
ཁོ་བོ་	ཁོ་བོ་	PRON
འི་	གི་	PART
བཟོད་པ་	བཟོད་པ་	VERB
དང་	དང་	NO_POS
བརྩོན་འགྲུས་	བརྩོན་འགྲུས་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཟླ་བ་	ཟླ་བ་	NOUN
ཡར་ངོ་	ཡར་ངོ་	NOUN
བཞིན་	བཞིན་	NOUN
དུ་	ལ་	PART
འཕེལ་བ་	འཕེལ་བ་	VERB
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
དབང་	དབང་	NOUN
གིས་	གིས་	PART
འདི་ལྟར་	འདི་ལྟར་	NO_POS
འགྲོ་བ་	འགྲོ་བ་	VERB
རིགས་	རིགས་	NOUN
མི་མཐུན་པ་	མི་མཐུན་པ་	NO_POS
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱང་	ཀྱང་	PART
མ་	མ་	OTHER
བུ་	བུ་	NOUN
མཐོང་བ་	མཐོང་བ་	VERB
བཞིན་	བཞིན་	NOUN
དུ་	ལ་	PART
བདག་	བདག་	PRON
ལ་	ལ་	ADP
ཀུན་དགའ་	ཀུན་དགའ་	PROPN
བ་	བ་	NOUN
གྱུར་	གྱུར་	VERB
།		PUNCT
དེ་དག་	དེ་དག་	OTHER
གི་	གི་	PART
བཟང་ལན་	བཟང་ལན་	NO_POS
དུ་	ལ་	PART
བཅོམ་ལྡན་འདས་	བཅོམ་ལྡན་འདས་	NOUN
བྱམས་པ་	བྱམས་པ་	PROPN
ལ་	ལ་	ADP
ཐེག་པ་	ཐེག་པ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
མཆོད་པ་	མཆོད་པ་	VERB
ཕུལ་བ་	ཕུལ་བ་	VERB
ར་	ལ་	PART
དགོངས་	དགོངས་	VERB
ན་	ནས་	PART
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
གླུ་	གླུ་	NOUN
བླངས་པ་	བླངས་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
ཐོག་མེད་	ཐོག་མེད་	PROPN
དུས་	དུས་	NOUN
ན་	ནས་	PART
ཉེ་བ་		
འབྲེལ་བ་	འབྲེལ་བ་	VERB
ཡི་	ཡི་	ADP
། །		PUNCT
