form	lemma	POS	morph
འབྲོམ་	འབྲོམ་	PROPN
རྒྱལ་མཚན་	རྒྱལ་མཚན་	NOUN
ཅན་	ཅན་	PART
། །		PUNCT
མི་ཁྱིམ་	མི་ཁྱིམ་	NO_POS
འབུམ་ཕྲག་	འབུམ་ཕྲག་	OTHER
གཅིག་	གཅིག་	NUM
གིས་	གིས་	PART
ཀུན་	ཀུན་	DET
ན་	ནས་	PART
བསྐོར་	བསྐོར་	VERB
། །		PUNCT
ཁྲུ་	ཁྲུ་	NOUN
ཀྱི་	གི་	PART
རྫིང་བུ་	རྫིང་བུ་	NOUN
སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་	སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་	NO_POS
། །		PUNCT
སྐྱེད་མོས་ཚལ་	སྐྱེད་མོས་ཚལ་	NOUN
རབ་	རབ་	ADV
བདུན་	བདུན་	NUM
བརྒྱ་	བརྒྱ་	NUM
ཉི་ཤུ་	ཉི་ཤུ་	NUM
ས་	གིས་	PART
བསྐོར་	བསྐོར་	VERB
། །		PUNCT
ཏཱ་ལ་	ཏཱ་ལ་	OTHER
འི་	གི་	PART
ལྗོན་ཤིང་	ལྗོན་ཤིང་	NOUN
སྟོང་ཕྲག་	སྟོང་ཕྲག་	OTHER
ལྔ་	ལྔ་	NUM
བཅུ་	བཅུ་	NUM
ལྷག་	ལྷག་	NOUN
།		PUNCT
འབངས་	འབངས་	NOUN
ཀྱི་	གི་	PART
སྐྱེ་བོ་	སྐྱེ་བོ་	NOUN
འབུམ་ཕྲག་	འབུམ་ཕྲག་	OTHER
སུམ་ཅུ་	སུམ་ཅུ་	OTHER
དྲུག་	དྲུག་	NUM
།		PUNCT
གྲོང་ཁྱེར་	གྲོང་ཁྱེར་	NOUN
དེ་	དེ་	DET
ལ་	ལ་	ADP
ར་བ་	ར་བ་	NOUN
རིམ་པ་	རིམ་པ་	NOUN
བདུན་	བདུན་	NUM
། །		PUNCT
བ་	བ་	NOUN
གྱི་	གི་	PART
ཟམ་པ་	ཟམ་པ་	NOUN
སུམ་བརྒྱ་	སུམ་བརྒྱ་	OTHER
དྲུག་ཅུ་	དྲུག་ཅུ་	NUM
བདུན་	བདུན་	NUM
། །		PUNCT
གསེར་	གསེར་	NOUN
གྱི་	གི་	PART
རྒྱལ་མཚན་	རྒྱལ་མཚན་	NOUN
སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་	སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་	NO_POS
། །		PUNCT
དབུ་	དབུ་	NOUN
ཀྱི་	གི་	PART
ཕོ་བྲང་	ཕོ་བྲང་	NOUN
རྒྱ་ཕིབས་	རྒྱ་ཕིབས་	NO_POS
བཅུ་གསུམ་པ་	བཅུ་གསུམ་པ་	NO_POS
། །		PUNCT
ལོངས་སྤྱོད་	ལོངས་སྤྱོད་	NOUN
མངའ་ཐང་	མངའ་ཐང་	NOUN
སྟོང་	སྟོང་	NUM
ཁུན་	ཁུན་	NO_POS
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འདྲ་	འདྲ་	VERB
། །		PUNCT
མངའ་རིས་	མངའ་རིས་	PROPN
ལྷ་དབང་	ལྷ་དབང་	OTHER
བརྒྱ་བྱིན་	བརྒྱ་བྱིན་	PROPN
ཉིད་	ཉིད་	DET
དང་	དང་	NO_POS
མཚུངས་	མཚུངས་	VERB
། །		PUNCT
སྐྱེ་བོ་	སྐྱེ་བོ་	NOUN
འི་	གི་	PART
འདུ་	འདུ་	VERB
འཚོགས་	འཚོགས་	VERB
གྲོང་ཁྱེར་	གྲོང་ཁྱེར་	NOUN
སྤོ་	སྤོ་	NOUN
ངད་	ངད་	NO_POS
འདྲ་	འདྲ་	VERB
། །		PUNCT
ཆོས་འབྱོར་	ཆོས་འབྱོར་	OTHER
རྒྱས་པ་	རྒྱས་པ་	VERB
ཆོ་	ཆོ་	NOUN
འཕགས་	འཕགས་	VERB
ཉིད་	ཉིད་	DET
དང་	དང་	NO_POS
མཚུངས་	མཚུངས་	VERB
། །		PUNCT
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
དེ་	དེ་	DET
ཡི་	ཡི་	ADP
བཙུན་མོ་	བཙུན་མོ་	NOUN
ནི་	ནི་	NO_POS
། །		PUNCT
དཔལ་མོ་	དཔལ་མོ་	PROPN
འོད་ཟེར་	འོད་ཟེར་	NOUN
ཅན་	ཅན་	PART
དེ་	དེ་	DET
ལྷ་མོ་	ལྷ་མོ་	NOUN
འདྲ་	འདྲ་	VERB
། །		PUNCT
ངོ་ཚ་	ངོ་ཚ་	NOUN
ཁྲེལ་ཡོད་	ཁྲེལ་ཡོད་	NO_POS
མཛེས་པ་	མཛེས་པ་	VERB
འི་	གི་	PART
འོད་ཆགས་	འོད་ཆགས་	NO_POS
མ་	མ་	PART
། །		PUNCT
དཀོན་མཆོག་	དཀོན་མཆོག་	NOUN
གསུམ་	གསུམ་	NUM
མཆོད་	མཆོད་	VERB
སྐྱེ་བོ་	སྐྱེ་བོ་	NOUN
ཡོངས་	ཡོངས་	DET
ཀྱི་	གི་	PART
མ་	མ་	PART
། །		PUNCT
ལྷ་མོ་	ལྷ་མོ་	NOUN
དེ་	དེ་	DET
ལ་	ལ་	ADP
སྲ་	སྲ་	NOUN
གསུམ་	གསུམ་	NUM
འཁྲུངས་པ་	འཁྲུངས་པ་	VERB
ནི་	ནི་	NO_POS
། །		PUNCT
དཔལ་	དཔལ་	OTHER
དང་	དང་	NO_POS
ཟླ་བ་	ཟླ་བ་	NOUN
པདྨ་	པདྨ་	NOUN
འི་	གི་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
སྟེ་	སྟེ་	PART
"།

།"		PUNCT
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
རྣམ་གཞག་	རྣམ་གཞག་	NOUN
དེ་	དེ་	DET
ནི་	ནི་	NO_POS
ཟུར་ཙམ་	ཟུར་ཙམ་	NO_POS
ལགས་	ལགས་	AUX
། །		PUNCT
འབྲིང་པོ་	འབྲིང་པོ་	ADJ
ཟླ་བ་	ཟླ་བ་	NOUN
འི་	གི་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
ར་	ལ་	PART
གྲགས་པ་	གྲགས་པ་	VERB
དེ་	དེ་	DET
། །		PUNCT
དེང་སང་	དེང་སང་	ADV
བདག་	བདག་	PRON
གི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
དམ་པ་	དམ་པ་	VERB
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
སྐལ་པ་	སྐལ་པ་	NOUN
བཟང་པོ་	བཟང་པོ་	ADJ
ར་	ལ་	PART
ཡུམ་	ཡུམ་	NOUN
ལ་	ལ་	ADP
བལྟམས་པ་	བལྟམས་པ་	VERB
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
། །		PUNCT
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
ཁབ་	ཁབ་	NOUN
དུ་	ལ་	PART
མེ་ཏོག་	མེ་ཏོག་	NOUN
ཆར་པ་	ཆར་པ་	OTHER
བབ་	བབ་	VERB
། །		PUNCT
ནམ་མཁ་	ནམ་མཁའ་	NOUN
འི་	གི་	PART
མཐོངས་	མཐོངས་	NOUN
རྣམས་	རྣམས་	DET
འཇའ་འོད་	འཇའ་འོད་	NOUN
གུ་	གུ་	NOUN
གྱིས་	གིས་	PART
གང་	གང་	NO_POS
། །		PUNCT
ལྷ་	ལྷ་	NOUN
ཡི་	ཡི་	ADP
གླུ་དབྱངས་	གླུ་དབྱངས་	NOUN
སྐྱེ་བོ་	སྐྱེ་བོ་	NOUN
ཡོངས་	ཡོངས་	DET
ཀྱིས་	གིས་	PART
ཐོ་	ཐོ་	VERB
། །		PUNCT
ཐམས་ཅད་	ཐམས་ཅད་	DET
དགའ་	དགའ་	VERB
ཞིང་	ཞིང་	SCONJ
དག་པ་	དག་པ་	VERB
འི་	གི་	PART
སྣང་བ་	སྣང་བ་	VERB
ཐོབ་	ཐོབ་	VERB
། །		PUNCT
ཟླ་བ་	ཟླ་བ་	NOUN
བཅོ་བརྒྱད་	བཅོ་བརྒྱད་	NO_POS
བ་	བ་	NOUN
དུ་	ལ་	PART
ཁབ་	ཁབ་	NOUN
ཏུ་	ལ་	PART
གནས་	གནས་	NOUN
། །		PUNCT
མ་མ་	མ་མ་	NOUN
བརྒྱད་	བརྒྱད་	NUM
ཀྱིས་	གིས་	PART
བཀུར་སྟི་	བཀུར་སྟི་	NOUN
འི་	གི་	PART
མཆོད་པ་	མཆོད་པ་	VERB
ས་	གིས་	PART
བསྐྱངས་	བསྐྱངས་	NO_POS
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཕོ་བྲང་	ཕོ་བྲང་	NOUN
དེ་	དེ་	DET
ཡི་	ཡི་	ADP
བྱང་ཕྱོགས་	བྱང་ཕྱོགས་	NOUN
ན་	ན་	ADP
། །		PUNCT
བི་	བི་	NO_POS
ཀྲ་		NON_WORD
མ་ལ་	མ་ལ་	INTJ
པཱུ་		NON_WORD
རི་	རི་	NOUN
ཞེས་་	ཞེས་པ་	PART
ཡོད་	ཡོད་	VERB
། །		PUNCT
གནས་	གནས་	NOUN
དེ་	དེ་	DET
ར་	ལ་	PART
བདེ་གཤེགས་	བདེ་གཤེགས་	NOUN
མཆོད་པ་	མཆོད་པ་	VERB
བྱེད་པ་	བྱེད་པ་	VERB
ལ་	ལ་	ADP
། །		PUNCT
ཡབ་ཡུམ་	ཡབ་ཡུམ་	NOUN
བློན་	བློན་	NO_POS
འབངས་	འབངས་	NOUN
ཤིང་རྟ་	ཤིང་རྟ་	NOUN
ལྔ་	ལྔ་	NUM
བརྒྱ་ལ་	བརྒྱ་ལ་	NO_POS
། །		PUNCT
ཁྱེའུ་	ཁྱེའུ་	NOUN
བུ་མོ་	བུ་མོ་	NOUN
མཛེས་པ་	མཛེས་པ་	VERB
འི་	གི་	PART
ཆ་	ཆ་	NOUN
ས་	གིས་	PART
ཀྱིས་	གིས་	PART
སྤྲ་	སྤྲ་	NO_POS
ས་	གིས་	PART
། །		PUNCT
རོལ་མོ་	རོལ་མོ་	NOUN
མཁན་པོ་	མཁན་པོ་	NOUN
བརྒྱ་	བརྒྱ་	NUM
ཕྲག་	ཕྲག་	NUM
དུ་མ་	དུ་མ་	ADJ
ས་	གིས་	PART
བསྐོར་	བསྐོར་	VERB
། །		PUNCT
རིན་ཆེན་	རིན་ཆེན་	OTHER
མཆོད་རྫས་	མཆོད་རྫས་	NOUN
དཔག་	དཔག་	VERB
ཏུ་	ལ་	PART
མེད་པ་	མེད་པ་	VERB
བསྣམས་	བསྣམས་	NO_POS
། །		PUNCT
གླུ་གར་	གླུ་གར་	NOUN
ལེན་	ལེན་	VERB
ཅིང་	ཅིང་	PART
ལམ་	གམ་	PART
དུ་	ལ་	PART
ཞུགས་པ་	ཞུགས་པ་	VERB
ན་	ན་	ADP
། །		PUNCT
བླ་མ་	བླ་མ་	NOUN
འདི་	འདི་	DET
ནི་	ནི་	NO_POS
ལོ་	ལོ་	NOUN
གསུམ་	གསུམ་	NUM
ལོན་པ་	ལོན་པ་	VERB
ཡི་	ཡི་	ADP
། །		PUNCT
གཟུགས་བཟང་	གཟུགས་བཟང་	NO_POS
བཞིན་	བཞིན་	NOUN
མཛེ་	མཛེ་	VERB
ལྟ་བ་	ལྟ་བ་	VERB
ས་	གིས་	PART
མི་	མི་	PART
ངོམས་	ངོམས་	VERB
ཤིང་	ཅིང་	PART
། །		PUNCT
རྒྱན་	རྒྱན་	NOUN
སོགས་	སོགས་	DET
ལྷ་	ལྷ་	NOUN
ཡི་	ཡི་	ADP
རྒྱན་ཆ་	རྒྱན་ཆ་	NOUN
ལེགས་པ་	ལེགས་པ་	VERB
ར་	ལ་	PART
སྤྲ་	སྤྲ་	NO_POS
ས་	གིས་	PART
། །		PUNCT
པཉྩ་ལི་ཀ་	པཉྩ་ལི་ཀ་	NO_POS
འི་	གི་	PART
གོ་	གོ་	NOUN
གསོལ་	གསོལ་	VERB
རྒྱལ་བུ་	རྒྱལ་བུ་	NOUN
རྣམས་	རྣམས་	DET
། །		PUNCT
སྐྱེ་བོ་	སྐྱེ་བོ་	NOUN
ཡོངས་	ཡོངས་	DET
ཀྱི་	གི་	PART
ལྷ་	ལྷ་	NOUN
དེ་	དེ་	DET
མཐོང་བ་	མཐོང་བ་	VERB
དང་	དང་	NO_POS
། །		PUNCT
དགའ་བ་	དགའ་བ་	VERB
འི་	གི་	PART
དབུགས་	དབུགས་	NOUN
འབྱིན་	འབྱིན་	VERB
བདེ་བ་	བདེ་བ་	VERB
འི་	གི་	PART
མདངས་	མདངས་	NOUN
དང་	དང་	NO_POS
ལྡན་	ལྡན་	VERB
། །		PUNCT
ཆགས་པ་	ཆགས་པ་	VERB
ས་	གིས་	PART
བལྟ་	བལྟ་	VERB
ཞིང་	ཞིང་	SCONJ
འབྲལ་བ་	འབྲལ་བ་	VERB
ར་	ལ་	PART
མི་	མི་	PART
ཕོད་	ཕོད་	VERB
སྐད་	སྐད་	NOUN
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
མཐོང་བ་	མཐོང་བ་	VERB
འི་	གི་	PART
སྐྱེ་བོ་	སྐྱེ་བོ་	NOUN
ས་	གིས་	PART
འདི་སྐད་	འདི་སྐད་	NO_POS
དུ་	ལ་	PART
། །		PUNCT
ཁྱོད་	ཁྱོད་	PRON
ཉིད་	ཉིད་	DET
འཁྲུངས་	འཁྲུངས་	NO_POS
ཚེ་	ཚེ་	NOUN
མེ་ཏོག་	མེ་ཏོག་	NOUN
ཆར་པ་	ཆར་པ་	OTHER
བབ་	བབ་	VERB
། །		PUNCT
ཉི་མ་	ཉི་མ་	NOUN
འི་	གི་	PART
གུ་	གུ་	NOUN
ཕུབ་	ཕུབ་	VERB
སྙན་པ་	སྙན་པ་	VERB
འི་	གི་	PART
སྒྲ་དབྱངས་	སྒྲ་དབྱངས་	NOUN
ཐོ་	ཐོ་	VERB
། །		PUNCT
ནམ་ཞིག་	ནམ་ཞིག་	NO_POS
མཐོང་	མཐོང་	VERB
ཞེ་	ཅེས་	PART
ཡིད་	ཡིད་	NOUN
སྨོན་	སྨོན་	VERB
ཤེས་པ་	ཤེས་པ་	VERB
འཕྱོ་	འཕྱོ་	NO_POS
། །		PUNCT
ད་ནི་	ད་ནི་	NO_POS
མཐོང་	མཐོང་	VERB
ངོ་ཡ་	ངོ་ཡ་	NO_POS
མཚན་	མཚན་	NOUN
ལྟད་མོ་	ལྟད་མོ་	NOUN
ཆེ་	ཆེ་	VERB
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
རྒྱལ་བུ་	རྒྱལ་བུ་	NOUN
དམ་པ་	དམ་པ་	VERB
ས་	གིས་	PART
ཚིག་	ཚིག་	NOUN
སྨྲས་པ་	སྨྲས་པ་	VERB
། །		PUNCT
ཕ་མ་	ཕ་མ་	NOUN
སྐྱེ་བོ་	སྐྱེ་བོ་	NOUN
འདི་དག་	འདི་དག་	NO_POS
སུ་ཞིག་	སུ་ཞིག་	NO_POS
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཡབ་ཡུམ་	ཡབ་ཡུམ་	NOUN
གཉིས་	གཉིས་	NUM
ཀྱིས་	གིས་	PART
ལན་	ལན་	NOUN
སྨྲས་པ་	སྨྲས་པ་	VERB
། །		PUNCT
རྒྱལ་བུ་	རྒྱལ་བུ་	NOUN
འདི་དག་	འདི་དག་	NO_POS
ཁྱོད་	ཁྱོད་	PRON
ཀྱི་	གི་	PART
འབངས་འཁོར་	འབངས་འཁོར་	NO_POS
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
རྒྱལ་བུ་	རྒྱལ་བུ་	NOUN
དམ་པ་	དམ་པ་	VERB
ས་	གིས་	PART
དེ་	དེ་	DET
ལ་	ལ་	ADP
ལན་	ལན་	NOUN
སྨྲས་པ་	སྨྲས་པ་	VERB
། །		PUNCT
འདི་དག་	འདི་དག་	NO_POS
བདག་	བདག་	PRON
བཞིན་	བཞིན་	NOUN
ཕ་མ་	ཕ་མ་	NOUN
ཕུན་སུམ་	ཕུན་སུམ་	OTHER
ཚོགས་	ཚོགས་	NOUN
། །		PUNCT
རྒྱལ་སྲིད་	རྒྱལ་སྲིད་	NOUN
མངའ་ཐང་	མངའ་ཐང་	NOUN
བསོད་ནམས་	བསོད་ནམས་	NOUN
འབར་བ་	འབར་བ་	VERB
ཡི་	ཡི་	ADP
། །		PUNCT
མི་དབང་	མི་དབང་	OTHER
སྲ་	སྲ་	NOUN
ཀྱི་	གི་	PART
ཐུ་བོ་	ཐུ་བོ་	ADJ
ར་	ལ་	PART
རབ་	རབ་	ADV
བསྐྲུན་	བསྐྲུན་	NO_POS
ཏེ་	སྟེ་	PART
། །		PUNCT
ཐམས་ཅད་	ཐམས་ཅད་	DET
དམ་པ་	དམ་པ་	VERB
འི་	གི་	PART
ཆོ་	ཆོ་	NOUN
ཀྱིས་	གིས་	PART
འཛིན་པ་	འཛིན་པ་	VERB
ར་	ལ་	PART
ཤོག་	ཤོག་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཀཱ་	ཀཱ་	NO_POS
མ་ལ་	མ་ལ་	INTJ
ཡི་	ཡི་	ADP
གཙུག་ལག་	གཙུག་ལག་	NOUN
ཏུ་	ལ་	PART
"།

།"		PUNCT
འཁོར་	འཁོར་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
ལེགས་པ་	ལེགས་པ་	VERB
ར་	ལ་	PART
སླེབ་པ་	སླེབ་པ་	VERB
དང་	དང་	NO_POS
། །		PUNCT
རྒྱལ་བུ་	རྒྱལ་བུ་	NOUN
ས་	གིས་	PART
དཀོན་མཆོག་	དཀོན་མཆོག་	NOUN
གསུམ་	གསུམ་	NUM
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ཞིང་	ཞིང་	SCONJ
། །		PUNCT
སྙན་པ་	སྙན་པ་	VERB
འི་	གི་	PART
བསྟོད་དབྱངས་	བསྟོད་དབྱངས་	NO_POS
འདི་སྐད་	འདི་སྐད་	NO_POS
བརྗོད་	བརྗོད་	VERB
གྱུར་	གྱུར་	VERB
ཏོ་	གོ་	PART
། །		PUNCT
བདག་	བདག་	PRON
ནི་	ནི་	NO_POS
དལ་འབྱོར་	དལ་འབྱོར་	NOUN
མི་དབང་	མི་དབང་	OTHER
ལུས་	ལུས་	NOUN
ཐོབ་	ཐོབ་	VERB
ཅིང་	ཅིང་	PART
། །		PUNCT
སྐྱོན་མེད་	སྐྱོན་མེད་	ADJ
དབང་པོ་	དབང་པོ་	NOUN
དཀོན་མཆོག་	དཀོན་མཆོག་	NOUN
གསུམ་	གསུམ་	NUM
འབྲང་	འབྲང་	VERB
ཞིང་	ཞིང་	SCONJ
། །		PUNCT
རྟག་	རྟག་	VERB
ཏུ་	ལ་	PART
གུས་པ་	གུས་པ་	VERB
ས་	གིས་	PART
དཀོན་མཆོག་	དཀོན་མཆོག་	NOUN
སྤྱི་བོ་	སྤྱི་བོ་	NOUN
ས་	གིས་	PART
ལེན་	ལེན་	VERB
། །		PUNCT
དེ་རིང་	དེ་རིང་	ADV
ཉིད་	ཉིད་	DET
ན་	ནས་	PART
སྐྱབས་གནས་	སྐྱབས་གནས་	NOUN
མཛད་	མཛད་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
གསུངས་པ་	གསུངས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཡབ་ཡུམ་	ཡབ་ཡུམ་	NOUN
བློན་	བློན་	NO_POS
འབངས་	འབངས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
དང་	དང་	NO_POS
། །		PUNCT
དགེ་སློང་	དགེ་སློང་	NOUN
མང་པོ་	མང་པོ་	ADJ
ས་	གིས་	PART
རྒྱལ་བུ་	རྒྱལ་བུ་	NOUN
འི་	གི་	PART
ཚིག་	ཚིག་	NOUN
ཐོ་	ཐོ་	VERB
ན་	ནས་	PART
། །		PUNCT
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
དགའ་	དགའ་	VERB
ཞིང་	ཞིང་	SCONJ
ཡ་མཚན་	ཡ་མཚན་	ADJ
སྐྱེས་པ་	སྐྱེས་པ་	VERB
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
། །		PUNCT
ཐམས་ཅད་	ཐམས་ཅད་	DET
མཐུན་པ་	མཐུན་པ་	VERB
ར་	ལ་	PART
དམ་པ་	དམ་པ་	VERB
ར་	ལ་	PART
ཁ་ཚོན་	ཁ་ཚོན་	NOUN
བཅད་	བཅད་	VERB
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
རྒྱལ་བུ་	རྒྱལ་བུ་	NOUN
ཡབ་ཡུམ་	ཡབ་ཡུམ་	NOUN
འཁོར་བཅས་	འཁོར་བཅས་	ADJ
ཀྱིས་	གིས་	PART
། །		PUNCT
བསྙེན་བཀུར་	བསྙེན་བཀུར་	NOUN
མཆོད་ཡོན་	མཆོད་ཡོན་	OTHER
བསོད་ནམས་	བསོད་ནམས་	NOUN
བསགས་	བསགས་	VERB
གྱུར་	གྱུར་	VERB
ཏེ་	སྟེ་	PART
། །		PUNCT
བདག་ཅག་	བདག་ཅག་	PRON
ཚེ་རབས་	ཚེ་རབས་	NOUN
དག་	དག་	DET
ན་	ནས་	PART
ཚེ་རབས་	ཚེ་རབས་	NOUN
སུ་	སུ་	ADP
